date,symbol,side,price,qty,reason
2019-09-18,BSE.NS,BUY,60.99,13,ADX=25.3
2019-09-18,COFORGE.NS,SELL,272.43,3,RULE
2019-09-20,CREDITACC.NS,BUY,641.2,1021,ADX=40.7
2019-09-20,ELECON.NS,SELL,15.73,41622,STOP
2019-10-01,ANANTRAJ.NS,SELL,13.23,9,RULE
2019-10-01,BPCL.NS,BUY,246.95,1,ADX=50.4
2019-10-09,AFFLE.NS,BUY,246.82,3,ADX=41.2
2019-10-09,BSE.NS,SELL,59.27,13,RULE
2019-10-11,ADANIGREEN.NS,BUY,78.75,10,ADX=44.9
2019-10-11,AFFLE.NS,SELL,233.24,3,STOP
2019-10-14,ADANIGREEN.NS,SELL,74.42,10,STOP
2019-10-14,BHARTIARTL.NS,BUY,386.3,2,ADX=26.4
2019-10-17,ADANIGREEN.NS,BUY,88.85,6963,ADX=51.4
2019-10-17,CREDITACC.NS,SELL,605.93,1021,STOP
2019-10-22,BHARTIARTL.NS,SELL,365.05,2,STOP
2019-10-22,BLUESTARCO.NS,BUY,433.35,1,ADX=39.2
2019-10-25,BLUESTARCO.NS,SELL,409.52,1,STOP
2019-10-25,CIPLA.NS,BUY,459.85,1,ADX=38.2
2019-11-08,ADANIGREEN.NS,SELL,83.96,6963,STOP
2019-11-08,DLF.NS,BUY,203.1,2879,ADX=36.3
2019-11-13,ADANIGREEN.NS,BUY,96.0,6,ADX=48.3
2019-11-13,CIPLA.NS,SELL,447.9,1,RULE
2019-11-22,ALOKINDS.NS,BUY,2.5,185,ADX=36.5
2019-11-22,BERGEPAINT.NS,SELL,397.42,1,RULE
2019-11-26,BPCL.NS,SELL,248.32,1,RULE
2019-11-26,COLPAL.NS,SELL,1493.9,62,RULE
2019-11-26,DRREDDY.NS,BUY,593.17,156,ADX=25.6
2019-11-27,APLAPOLLO.NS,BUY,158.07,2,ADX=54.2
2019-12-13,BALKRISIND.NS,BUY,954.25,91,ADX=40.7
2019-12-13,DRREDDY.NS,SELL,560.55,156,STOP
2020-01-20,ALOKINDS.NS,SELL,2.7,185,RULE
2020-01-20,COROMANDEL.NS,BUY,601.75,1,ADX=60.7
2020-02-03,DIXON.NS,BUY,949.31,700,ADX=51.1
2020-02-03,DLF.NS,SELL,230.85,2879,RULE
2020-02-14,BHARTIARTL.NS,BUY,554.59,1133,ADX=37.6
2020-02-14,DIXON.NS,SELL,897.1,700,STOP
2020-02-24,BHARTIARTL.NS,SELL,524.09,1133,STOP
2020-02-25,ADANIGREEN.NS,SELL,180.55,6,RULE
2020-02-25,DEEPAKNTR.NS,BUY,506.35,1175,ADX=39.1
2020-02-27,BASF.NS,BUY,1065.5,527,ADX=28.4
2020-02-27,BDL.NS,BUY,156.4,5,ADX=15.6
2020-02-27,DEEPAKNTR.NS,SELL,478.5,1175,STOP
2020-02-28,APLAPOLLO.NS,SELL,194.35,2,RULE
2020-02-28,BALKRISIND.NS,SELL,1096.4,91,RULE
2020-02-28,BASF.NS,SELL,1006.9,527,STOP
2020-02-28,BDL.NS,SELL,147.8,5,STOP
2020-03-03,ATUL.NS,BUY,5358.75,107,ADX=58.6
2020-03-03,DEEPAKNTR.NS,BUY,532.95,109,ADX=39.5
2020-03-04,ATUL.NS,SELL,5064.02,107,STOP
2020-03-04,BASF.NS,BUY,1146.3,473,ADX=34.2
2020-03-04,DEEPAKNTR.NS,SELL,503.64,109,STOP
2020-03-06,DIVISLAB.NS,BUY,2240.05,24,ADX=50.4
2020-03-09,BASF.NS,SELL,1083.25,473,STOP
2020-03-09,COROMANDEL.NS,SELL,602.75,1,RULE
2020-03-12,DIVISLAB.NS,SELL,2116.85,24,STOP
2020-04-07,BIOCON.NS,BUY,318.3,162,ADX=25.8
2020-04-07,CIPLA.NS,BUY,492.25,1042,ADX=26.9
2020-04-08,ADANIGREEN.NS,BUY,166.45,1,ADX=24.2
2020-04-09,CGPOWER.NS,BUY,6.65,10,ADX=28.0
2020-05-11,ALOKINDS.NS,BUY,9.55,7,ADX=25.8
2020-05-11,CGPOWER.NS,SELL,6.65,10,RULE
2020-05-15,APLLTD.NS,BUY,873.15,60,ADX=38.3
2020-05-15,BIOCON.NS,SELL,328.5,162,RULE
2020-05-15,BSE.NS,BUY,47.46,17,ADX=29.4
2020-05-22,AUROPHARMA.NS,BUY,730.9,1,ADX=42.9
2020-05-22,BSE.NS,SELL,44.85,17,STOP
2020-06-09,ANANTRAJ.NS,BUY,9.04,5479,ADX=42.1
2020-06-09,APLLTD.NS,SELL,825.13,60,STOP
2020-07-15,ALOKINDS.NS,SELL,35.25,7,RULE
2020-07-15,ANANTRAJ.NS,SELL,9.3,5479,RULE
2020-07-15,ASTERDM.NS,BUY,131.65,1,ADX=16.3
2020-07-15,COFORGE.NS,BUY,337.65,151,ADX=39.4
2020-07-22,ADANIGREEN.NS,SELL,336.0,1,RULE
2020-07-22,AUBANK.NS,BUY,361.2,1,ADX=43.4
2020-07-31,360ONE.NS,BUY,267.56,1,ADX=38.8
2020-07-31,AUBANK.NS,SELL,341.33,1,STOP
2020-08-03,360ONE.NS,SELL,252.85,1,STOP
2020-08-03,BSOFT.NS,BUY,125.85,3,ADX=58.4
2020-08-31,AUROPHARMA.NS,SELL,808.9,1,RULE
2020-08-31,CGPOWER.NS,BUY,22.4,32591,ADX=67.1
2020-08-31,CIPLA.NS,SELL,713.55,1042,RULE
2020-08-31,CREDITACC.NS,BUY,717.75,19,ADX=31.1
2020-09-01,ASTERDM.NS,SELL,127.45,1,RULE
2020-09-01,COFORGE.NS,SELL,378.2,151,RULE
2020-09-02,ADANIGREEN.NS,BUY,544.1,102,ADX=32.0
2020-09-02,BSE.NS,BUY,60.12,3,ADX=21.0
2020-09-02,CDSL.NS,BUY,241.65,2864,ADX=54.3
2020-09-02,CGPOWER.NS,SELL,21.17,32591,STOP
2020-09-03,BATAINDIA.NS,BUY,1374.5,5,ADX=18.2
2020-09-03,BIOCON.NS,BUY,425.35,1551,ADX=19.2
2020-09-03,CDSL.NS,SELL,228.36,2864,STOP
2020-09-03,CREDITACC.NS,SELL,678.27,19,STOP
2020-09-07,BSE.NS,SELL,56.81,3,STOP
2020-09-09,BATAINDIA.NS,SELL,1298.9,5,STOP
2020-09-10,ATGL.NS,BUY,208.3,33,ADX=36.5
2020-09-14,ASHOKLEY.NS,BUY,37.4,3,ADX=36.9
2020-09-18,ATGL.NS,SELL,196.84,33,STOP
2020-09-18,CIPLA.NS,BUY,806.25,8,ADX=25.2
2020-09-22,CIPLA.NS,SELL,761.91,8,STOP
2020-09-24,APOLLOHOSP.NS,BUY,1947.65,328,ADX=27.6
2020-09-24,ASHOKLEY.NS,SELL,35.34,3,STOP
2020-09-24,BIOCON.NS,SELL,408.25,1551,RULE
2020-09-25,COFORGE.NS,BUY,460.87,1,ADX=39.3
2020-10-06,ANANTRAJ.NS,BUY,20.35,7,ADX=42.1
2020-10-14,ANANTRAJ.NS,SELL,19.23,7,STOP
2020-10-21,ABFRL.NS,BUY,150.8,1,ADX=18.1
2020-10-26,CENTURYPLY.NS,BUY,191.5,2,ADX=39.8
2020-10-26,COFORGE.NS,SELL,442.43,1,RULE
2020-10-27,CENTURYPLY.NS,SELL,180.97,2,STOP
2020-10-27,CUB.NS,BUY,155.3,2,ADX=22.6
2020-10-28,BSOFT.NS,SELL,184.0,3,RULE
2020-10-28,CGPOWER.NS,BUY,28.55,23,ADX=34.9
2020-11-10,APOLLOHOSP.NS,SELL,2033.4,328,RULE
2020-11-10,CHOLAFIN.NS,BUY,312.5,2134,ADX=33.7
2020-12-21,ABFRL.NS,SELL,151.4,1,RULE
2020-12-22,BSOFT.NS,BUY,232.8,2,ADX=23.9
2020-12-22,CUB.NS,SELL,171.45,2,RULE
2021-01-01,BEL.NS,BUY,42.13,2,ADX=29.4
2021-01-08,ADANIGREEN.NS,SELL,1014.9,102,RULE
2021-01-08,BRIGADE.NS,BUY,262.2,394,ADX=53.4
2021-01-21,BRIGADE.NS,SELL,247.78,394,STOP
2021-01-21,DCMSHRIRAM.NS,BUY,431.6,226,ADX=56.2
2021-01-22,ANANTRAJ.NS,BUY,39.0,31,ADX=44.7
2021-01-22,CGPOWER.NS,SELL,39.7,23,RULE
2021-01-28,ANANTRAJ.NS,SELL,36.85,31,STOP
2021-01-29,ANANTRAJ.NS,BUY,41.0,28,ADX=51.2
2021-02-03,ANANTRAJ.NS,SELL,38.74,28,STOP
2021-02-03,ASTRAL.NS,BUY,1093.89,1,ADX=36.4
2021-02-12,APARINDS.NS,BUY,438.95,1,ADX=43.5
2021-02-12,BSOFT.NS,SELL,244.35,2,RULE
2021-02-22,BEL.NS,SELL,43.43,2,RULE
2021-02-22,CGPOWER.NS,BUY,54.7,2,ADX=18.1
2021-03-24,ADANIPOWER.NS,BUY,104.35,11,ADX=59.5
2021-03-24,ASTRAL.NS,SELL,1181.51,1,RULE
2021-03-26,ADANIPOWER.NS,SELL,98.61,11,STOP
2021-03-26,ASIANPAINT.NS,BUY,2505.15,44,ADX=16.9
2021-03-26,DCMSHRIRAM.NS,SELL,485.9,226,RULE
2021-03-30,BIOCON.NS,BUY,408.45,1,ADX=18.3
2021-04-12,CHOLAFIN.NS,SELL,510.85,2134,RULE
2021-04-12,LALPATHLAB.NS,BUY,3336.55,326,ADX=42.8
2021-04-13,LALPATHLAB.NS,SELL,3153.04,326,STOP
2021-04-13,MAHABANK.NS,BUY,27.0,38173,ADX=24.1
2021-04-15,BALRAMCHIN.NS,BUY,261.2,3728,ADX=26.9
2021-04-15,MAHABANK.NS,SELL,25.51,38173,STOP
2021-04-19,APARINDS.NS,SELL,447.35,1,RULE
2021-04-19,BALRAMCHIN.NS,SELL,246.83,3728,STOP
2021-04-19,CIPLA.NS,BUY,946.3,973,ADX=31.6
2021-04-20,ELECON.NS,BUY,37.62,3,ADX=32.7
2021-04-23,ALOKINDS.NS,BUY,22.25,18,ADX=18.5
2021-04-23,BIOCON.NS,SELL,397.6,1,RULE
2021-04-27,ALOKINDS.NS,SELL,21.03,18,STOP
2021-04-27,CHENNPETRO.NS,BUY,108.25,3,ADX=15.9
2021-05-04,ANGELONE.NS,BUY,428.05,2032,ADX=39.4
2021-05-04,CIPLA.NS,SELL,894.25,973,STOP
2021-06-09,ADANIPOWER.NS,BUY,152.35,3,ADX=29.5
2021-06-09,CGPOWER.NS,SELL,79.3,2,RULE
2021-06-14,ADANIPOWER.NS,SELL,143.97,3,STOP
2021-06-14,DEEPAKFERT.NS,BUY,448.1,1,ADX=52.6
2021-06-21,BANDHANBNK.NS,BUY,341.15,1,ADX=22.0
2021-06-21,DEEPAKFERT.NS,SELL,423.45,1,STOP
2021-07-02,BANDHANBNK.NS,SELL,322.39,1,STOP
2021-07-02,CROMPTON.NS,BUY,446.9,1,ADX=33.9
2021-07-15,AMBUJACEM.NS,BUY,386.2,1,ADX=46.5
2021-07-15,CHENNPETRO.NS,SELL,133.4,3,RULE
2021-07-30,ABBOTINDIA.NS,BUY,19012.75,6,ADX=54.7
2021-07-30,ASIANPAINT.NS,SELL,2958.45,44,RULE
2021-08-04,ABBOTINDIA.NS,SELL,17967.05,6,STOP
2021-08-04,DMART.NS,BUY,3593.05,34,ADX=43.2
2021-08-20,ATGL.NS,BUY,1072.85,2,ADX=29.4
2021-08-20,CROMPTON.NS,SELL,446.95,1,RULE
2021-08-23,ANGELONE.NS,SELL,1072.2,2032,RULE
2021-08-23,BAJAJFINSV.NS,BUY,1527.19,1373,ADX=54.1
2021-09-20,AMBUJACEM.NS,SELL,409.8,1,RULE
2021-09-21,BAJFINANCE.NS,BUY,781.39,105,ADX=49.2
2021-10-19,CGPOWER.NS,BUY,130.35,4,ADX=35.3
2021-10-19,ELECON.NS,SELL,78.8,3,RULE
2021-10-25,BAJFINANCE.NS,SELL,738.41,105,STOP
2021-10-25,CUB.NS,BUY,176.25,440,ADX=38.2
2021-10-29,CANBK.NS,BUY,42.9,1708,ADX=38.8
2021-10-29,CUB.NS,SELL,166.56,440,STOP
2021-11-03,3MINDIA.NS,BUY,26758.15,89,ADX=21.0
2021-11-03,BAJAJFINSV.NS,SELL,1750.94,1373,RULE
2021-11-17,3MINDIA.NS,SELL,25457.0,89,RULE
2021-11-17,APOLLOHOSP.NS,BUY,5733.95,399,ADX=31.3
2021-11-22,APOLLOHOSP.NS,SELL,5418.58,399,STOP
2021-11-22,ELECON.NS,BUY,96.62,22379,ADX=30.0
2021-11-26,CANBK.NS,SELL,40.54,1708,STOP
2021-11-26,CIPLA.NS,BUY,966.7,71,ADX=21.9
2021-11-29,BEML.NS,BUY,1579.15,101,ADX=34.3
2021-11-29,DMART.NS,SELL,4673.35,34,RULE
2021-12-03,CIPLA.NS,SELL,913.53,71,STOP
2021-12-03,ELGIEQUIP.NS,BUY,296.2,219,ADX=50.4
2021-12-17,BEML.NS,SELL,1492.3,101,STOP
2021-12-17,ELECON.NS,SELL,91.31,22379,STOP
2021-12-20,BAYERCROP.NS,BUY,4913.15,418,ADX=19.6
2021-12-20,ELGIEQUIP.NS,SELL,279.91,219,STOP
2021-12-21,APARINDS.NS,BUY,821.55,245,ADX=20.7
2021-12-22,CGCL.NS,BUY,506.97,1,ADX=16.9
2021-12-23,APARINDS.NS,SELL,776.36,245,STOP
2021-12-23,BSOFT.NS,BUY,528.5,359,ADX=25.9
2021-12-24,CGCL.NS,SELL,479.08,1,STOP
2021-12-28,CCL.NS,BUY,440.05,2,ADX=15.7
2022-01-05,AMBUJACEM.NS,BUY,393.7,2,ADX=25.6
2022-01-05,CCL.NS,SELL,415.85,2,STOP
2022-01-19,AMBUJACEM.NS,SELL,374.85,2,RULE
2022-01-19,BSE.NS,BUY,236.1,1,ADX=26.7
2022-01-19,BSOFT.NS,SELL,512.9,359,RULE
2022-01-19,ELGIEQUIP.NS,BUY,373.85,494,ADX=59.8
2022-01-20,BDL.NS,BUY,230.57,3,ADX=26.6
2022-01-20,CGPOWER.NS,SELL,178.9,4,RULE
2022-01-24,BSE.NS,SELL,223.11,1,STOP
2022-01-24,ELGIEQUIP.NS,SELL,353.29,494,STOP
2022-01-25,BANKBARODA.NS,BUY,98.5,1775,ADX=23.0
2022-01-27,CANBK.NS,BUY,48.16,1,ADX=19.9
2022-02-04,BAYERCROP.NS,SELL,4848.05,418,RULE
2022-02-04,DEEPAKFERT.NS,BUY,653.45,3088,ADX=38.0
2022-02-08,BIOCON.NS,BUY,404.6,4734,ADX=24.0
2022-02-08,DEEPAKFERT.NS,SELL,617.51,3088,STOP
2022-02-09,ATGL.NS,SELL,1765.0,2,RULE
2022-02-09,CHOLAFIN.NS,BUY,682.95,5,ADX=35.6
2022-02-15,CHOLAFIN.NS,SELL,645.39,5,STOP
2022-02-16,BLUESTARCO.NS,BUY,553.53,6,ADX=25.2
2022-02-18,BLUESTARCO.NS,SELL,523.08,6,STOP
2022-02-21,CHALET.NS,BUY,282.75,11,ADX=24.8
2022-02-22,BDL.NS,SELL,217.89,3,STOP
2022-02-22,BIOCON.NS,SELL,382.35,4734,STOP
2022-02-22,CANBK.NS,SELL,45.51,1,STOP
2022-02-22,CHALET.NS,SELL,267.2,11,STOP
2022-02-25,ABBOTINDIA.NS,BUY,17379.8,104,ADX=21.0
2022-02-28,CROMPTON.NS,BUY,428.5,4,ADX=33.2
2022-02-28,DMART.NS,BUY,4340.35,1,ADX=37.0
2022-03-02,BEL.NS,BUY,72.0,26,ADX=20.4
2022-03-02,CROMPTON.NS,SELL,404.93,4,STOP
2022-03-04,DMART.NS,SELL,4101.63,1,STOP
2022-03-07,BANKBARODA.NS,SELL,93.08,1775,STOP
2022-03-09,CHENNPETRO.NS,BUY,127.25,1331,ADX=19.6
2022-03-15,BDL.NS,BUY,261.25,2,ADX=19.5
2022-03-15,BEL.NS,SELL,68.04,26,STOP
2022-03-15,CIPLA.NS,BUY,1068.05,1,ADX=23.5
2022-03-22,ABBOTINDIA.NS,SELL,16685.6,104,RULE
2022-03-22,CHALET.NS,BUY,303.65,5715,ADX=36.5
2022-03-23,BLS.NS,BUY,62.2,1,ADX=18.5
2022-03-24,CIPLA.NS,SELL,1009.31,1,STOP
2022-03-24,DRREDDY.NS,BUY,865.7,1,ADX=29.0
2022-03-25,BLS.NS,SELL,58.78,1,STOP
2022-03-25,EIHOTEL.NS,BUY,149.0,1,ADX=24.8
2022-04-19,AWL.NS,BUY,677.9,2419,ADX=76.4
2022-04-19,CHALET.NS,SELL,286.95,5715,STOP
2022-04-25,ADANIPOWER.NS,BUY,272.05,3,ADX=56.2
2022-04-25,DRREDDY.NS,SELL,818.09,1,STOP
2022-05-05,ADANIPOWER.NS,SELL,257.09,3,STOP
2022-05-05,EIHOTEL.NS,SELL,150.0,1,RULE
2022-05-09,ABB.NS,BUY,2305.7,672,ADX=16.2
2022-05-09,AWL.NS,SELL,640.62,2419,STOP
2022-05-10,ABB.NS,SELL,2178.89,672,STOP
2022-05-10,BDL.NS,SELL,319.05,2,RULE
2022-05-17,COROMANDEL.NS,BUY,942.75,1555,ADX=23.4
2022-05-20,ELECON.NS,BUY,102.32,2,ADX=24.8
2022-05-25,BAYERCROP.NS,BUY,4974.3,278,ADX=18.1
2022-05-25,COROMANDEL.NS,SELL,890.9,1555,STOP
2022-05-25,ELECON.NS,SELL,96.7,2,STOP
2022-05-26,AIAENG.NS,BUY,2056.1,1,ADX=21.2
2022-05-30,EIDPARRY.NS,BUY,558.05,1,ADX=20.5
2022-06-01,BDL.NS,BUY,406.65,1,ADX=24.0
2022-06-01,CUB.NS,BUY,142.3,1,ADX=23.2
2022-06-01,EIDPARRY.NS,SELL,527.36,1,STOP
2022-06-06,BDL.NS,SELL,384.28,1,STOP
2022-06-06,ELECON.NS,BUY,125.3,3,ADX=34.9
2022-06-13,CUB.NS,SELL,134.47,1,STOP
2022-06-13,ELECON.NS,SELL,118.41,3,STOP
2022-06-15,BLS.NS,BUY,105.62,5,ADX=47.9
2022-06-20,APARINDS.NS,BUY,997.1,1527,ADX=43.8
2022-06-20,BAYERCROP.NS,SELL,4700.71,278,STOP
2022-06-20,CHENNPETRO.NS,SELL,274.55,1331,RULE
2022-06-21,APARINDS.NS,SELL,942.26,1527,STOP
2022-06-21,ASAHIINDIA.NS,BUY,516.1,2802,ADX=21.2
2022-06-22,ASAHIINDIA.NS,SELL,487.71,2802,STOP
2022-06-22,BLS.NS,SELL,99.82,5,STOP
2022-06-23,ELECON.NS,BUY,138.68,9909,ADX=45.7
2022-06-24,ASAHIINDIA.NS,BUY,537.8,251,ADX=28.1
2022-06-27,CCL.NS,BUY,379.2,3425,ADX=16.0
2022-06-27,ELECON.NS,SELL,131.05,9909,STOP
2022-06-29,ASHOKLEY.NS,BUY,73.28,1,ADX=18.7
2022-07-05,ANANTRAJ.NS,BUY,57.0,1,ADX=17.4
2022-08-08,ADANIENT.NS,BUY,2791.9,49,ADX=47.0
2022-08-08,ASAHIINDIA.NS,SELL,545.65,251,RULE
2022-08-19,ANANTRAJ.NS,SELL,65.55,1,RULE
2022-08-22,ASHOKLEY.NS,SELL,71.1,1,RULE
2022-08-23,BEL.NS,BUY,99.48,3,ADX=33.5
2022-09-26,BEL.NS,SELL,100.7,3,RULE
2022-09-28,AIAENG.NS,SELL,2473.6,1,RULE
2022-09-28,LALPATHLAB.NS,BUY,2694.35,1,ADX=23.1
2022-09-30,COCHINSHIP.NS,BUY,220.5,11,ADX=45.3
2022-09-30,LALPATHLAB.NS,SELL,2546.16,1,STOP
2022-10-03,ADANIENT.NS,SELL,3157.3,49,RULE
2022-10-03,CHALET.NS,BUY,367.0,422,ADX=26.2
2022-10-11,BLUESTARCO.NS,BUY,582.5,2850,ADX=28.8
2022-10-11,CCL.NS,SELL,484.75,3425,RULE
2022-10-13,CASTROLIND.NS,BUY,123.15,1,ADX=23.8
2022-10-20,CANBK.NS,BUY,51.78,1,ADX=19.4
2022-11-01,BHEL.NS,BUY,76.05,1996,ADX=33.0
2022-11-01,CHALET.NS,SELL,359.7,422,RULE
2022-11-14,ACE.NS,BUY,345.1,415,ADX=26.1
2022-11-14,BHEL.NS,SELL,71.87,1996,STOP
2022-11-16,ACE.NS,SELL,326.12,415,STOP
2022-11-16,BLUESTARCO.NS,SELL,584.15,2850,RULE
2022-11-16,CGPOWER.NS,BUY,272.95,587,ADX=30.3
2022-11-16,CYIENT.NS,BUY,808.75,2028,ADX=38.2
2022-11-18,CGPOWER.NS,SELL,257.94,587,STOP
2022-11-18,MAHABANK.NS,BUY,25.1,6033,ADX=42.8
2022-12-21,CASTROLIND.NS,SELL,124.6,1,RULE
2022-12-21,COCHINSHIP.NS,SELL,299.0,11,RULE
2022-12-22,ASTERDM.NS,BUY,241.2,14,ADX=23.2
2022-12-23,ASTERDM.NS,SELL,227.93,14,STOP
2022-12-23,CANBK.NS,SELL,58.31,1,RULE
2022-12-23,CYIENT.NS,SELL,788.9,2028,RULE
2022-12-23,MAHABANK.NS,SELL,26.1,6033,RULE
2022-12-27,CCL.NS,BUY,561.65,2849,ADX=17.2
2022-12-28,APARINDS.NS,BUY,1756.05,91,ADX=20.7
2022-12-30,CANBK.NS,BUY,66.66,22694,ADX=26.3
2022-12-30,CCL.NS,SELL,530.76,2849,STOP
2023-01-10,ASHOKLEY.NS,BUY,75.95,18823,ADX=22.4
2023-01-10,CANBK.NS,SELL,62.99,22694,STOP
2023-01-16,ANANDRATHI.NS,BUY,396.42,381,ADX=39.8
2023-01-16,APARINDS.NS,SELL,1659.47,91,STOP
2023-01-20,ACE.NS,BUY,337.1,4,ADX=18.7
2023-01-20,ASHOKLEY.NS,SELL,72.03,18823,RULE
2023-01-20,CAMS.NS,BUY,2318.8,584,ADX=19.9
2023-01-27,ACE.NS,SELL,318.56,4,STOP
2023-01-27,CHENNPETRO.NS,BUY,241.95,6,ADX=30.1
2023-02-02,ANANDRATHI.NS,SELL,381.45,381,RULE
2023-02-02,APARINDS.NS,BUY,2015.95,72,ADX=27.8
2023-02-02,CHENNPETRO.NS,SELL,228.64,6,STOP
2023-02-02,CHOLAFIN.NS,BUY,775.0,2,ADX=18.9
2023-02-03,APARINDS.NS,SELL,1905.07,72,STOP
2023-02-03,BALKRISIND.NS,BUY,2291.3,59,ADX=27.4
2023-02-03,BLUESTARCO.NS,BUY,679.12,2,ADX=20.7
2023-02-06,CHOLAHLDNG.NS,BUY,629.95,1,ADX=21.5
2023-02-13,AUROPHARMA.NS,BUY,472.65,270,ADX=28.0
2023-02-13,BALKRISIND.NS,SELL,2165.28,59,STOP
2023-02-20,CHOLAHLDNG.NS,SELL,595.3,1,STOP
2023-02-20,DELHIVERY.NS,BUY,339.8,2,ADX=16.8
2023-02-28,CAMS.NS,SELL,2260.05,584,RULE
2023-02-28,CRISIL.NS,BUY,3387.2,388,ADX=41.8
2023-03-10,ADANIPOWER.NS,BUY,204.9,619,ADX=38.1
2023-03-10,AUROPHARMA.NS,SELL,446.65,270,STOP
2023-03-10,DELHIVERY.NS,SELL,321.11,2,STOP
2023-03-13,CHOLAFIN.NS,SELL,739.8,2,RULE
2023-03-14,CRISIL.NS,SELL,3200.9,388,STOP
2023-03-15,CHENNPETRO.NS,BUY,269.0,3,ADX=21.3
2023-03-15,CUMMINSIND.NS,BUY,1697.6,732,ADX=40.9
2023-03-16,ADANIGREEN.NS,BUY,777.4,1,ADX=40.7
2023-03-16,CHENNPETRO.NS,SELL,254.2,3,STOP
2023-03-20,ADANIPOWER.NS,SELL,193.63,619,STOP
2023-03-20,BPCL.NS,BUY,179.82,667,ADX=30.4
2023-03-27,AUROPHARMA.NS,BUY,511.4,2296,ADX=28.5
2023-03-27,BLUESTARCO.NS,SELL,702.92,2,RULE
